name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Barcelona,2023-06-14,26.8,16.9,22.1,27.2,16.9,22.1,15.2,66.3,0.935,100,4.17,rain,0,0,38.9,22,260.6,1010.7,38.3,16.2,236.2,20.6,9,,2023-06-14T06:17:23,2023-06-14T21:25:59,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"LEBL,C8593,D1298,LEGE,08184099999,LELL,V7DJ5,08181099999,08176399999"
Barcelona,2023-06-15,27.6,19.2,23.4,27.6,19.2,23.5,16,64.6,0,0,0,,0,0,44.6,28.2,211.1,1015.6,40.6,14.4,296.6,25.6,9,,2023-06-15T06:17:22,2023-06-15T21:26:23,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LEBL,D1298,LEGE,08184099999,LELL,V7DJ5,08181099999,08176399999"
Barcelona,2023-06-16,27.7,18.8,23.7,27.9,18.8,23.8,16,63.1,0,0,0,,0,0,33.5,24,219.1,1016.9,34.6,13.9,277.2,24,8,,2023-06-16T06:17:24,2023-06-16T21:26:46,0.94,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"LEBL,D1298,LEGE,08184099999,LELL,V7DJ5,08181099999,08176399999"
Barcelona,2023-06-17,29.4,19.1,24.4,29.4,19.1,24.6,17,64.8,0,0,0,,0,0,31.3,23,210,1014.6,33.9,14.6,293.1,25.3,8,,2023-06-17T06:17:27,2023-06-17T21:27:07,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LEBL,D1298,LEGE,D4982,08184099999,LELL,08181099999,08176399999"
Barcelona,2023-06-18,27.1,21.6,24.7,27.5,21.6,24.7,15.7,57.8,0,0,0,,0,0,33.5,17.2,271.2,1013.6,35.1,14,118.3,10.2,4,,2023-06-18T06:17:33,2023-06-18T21:27:27,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LEBL,D1298,LEGE,08184099999,LELL,V7DJ5,08181099999,08176399999"
Barcelona,2023-06-19,29.4,18.6,23.5,28.5,18.6,23.4,14.9,60.1,0,0,0,,0,0,55.4,27.4,46.5,1012.3,47.6,15.5,211.3,18.1,7,,2023-06-19T06:17:40,2023-06-19T21:27:44,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LEBL,D1298,LEGE,08184099999,LELL,V7DJ5,08181099999,08176399999"
Barcelona,2023-06-20,28.7,20.2,24.1,29.5,20.2,24.3,17.2,66.1,0.683,100,4.17,rain,0,0,42.1,18.3,73.1,1011.1,67.7,12.7,211.4,18.3,8,,2023-06-20T06:17:49,2023-06-20T21:28:00,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"LEBL,C8593,D1298,LEGE,08184099999,LELL,V7DJ5,08181099999,08176399999"
Barcelona,2023-06-21,28.4,22.5,25.1,30.1,22.5,25.5,20,74,0,0,0,,0,0,46.4,26.5,85.2,1012.6,39.4,10.5,223.1,19.3,8,,2023-06-21T06:18:01,2023-06-21T21:28:13,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LEBL,D1298,LEGE,08184099999,LELL,V7DJ5,08181099999,08176399999"
Barcelona,2023-06-22,30.4,22.6,25.5,30.2,22.6,25.6,18.1,65.3,0,0,0,,0,0,50,22.6,259.2,1016.2,37,14,270,23.2,8,,2023-06-22T06:18:14,2023-06-22T21:28:25,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LEBL,D1298,LEGE,08184099999,LELL,V7DJ5,08181099999,08176399999"
Barcelona,2023-06-23,29.8,21.1,25.3,31.4,21.1,25.9,18.6,67.8,0.474,100,4.17,rain,0,0,36.7,23.3,233.9,1021.9,29.1,15.6,293.8,25.4,8,,2023-06-23T06:18:29,2023-06-23T21:28:35,0.17,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain,"LEBL,D1298,LEGE,08184099999,LELL,V7DJ5,08181099999,08176399999"
